geneId	chromosome	geneStart	geneEnd	unique	genomeId2	geneIdG2	chromosomeG2	geneStartG2	geneEndG2	type
Cd36_00220	Chr1_C_dubliniensis_CD36	50081	51751	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_00220	Chr1_C_dubliniensis_CD36	50081	51751	Y	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_00220	Chr1_C_dubliniensis_CD36	50081	51751	Y	1	CAGL0L00227g	ChrL_C_glabrata_CBS138	17777	27667	M
Cd36_00220	Chr1_C_dubliniensis_CD36	50081	51751	Y	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_02650	Chr1_C_dubliniensis_CD36	621134	623185	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_02650	Chr1_C_dubliniensis_CD36	621134	623185	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_03380	Chr1_C_dubliniensis_CD36	772649	773373	N	1	CAGL0K04587g	ChrK_C_glabrata_CBS138	436392	438660	M
Cd36_03380	Chr1_C_dubliniensis_CD36	772649	773373	N	1	CAGL0L08114g	ChrL_C_glabrata_CBS138	890997	892871	M
Cd36_03940	Chr1_C_dubliniensis_CD36	901024	901416	N	1	CAGL0K11462g	ChrK_C_glabrata_CBS138	1114041	1115035	M
Cd36_03940	Chr1_C_dubliniensis_CD36	901024	901416	N	1	CAGL0C04389g	ChrC_C_glabrata_CBS138	424035	424927	M
Cd36_04000	Chr1_C_dubliniensis_CD36	910080	910397	N	1	CAGL0M06677g	ChrM_C_glabrata_CBS138	685322	686315	M
Cd36_04000	Chr1_C_dubliniensis_CD36	910080	910397	N	1	CAGL0C04136g	ChrC_C_glabrata_CBS138	405977	406487	M
Cd36_04000	Chr1_C_dubliniensis_CD36	910080	910397	N	1	CAGL0H09834g	ChrH_C_glabrata_CBS138	960710	961626	M
Cd36_04010	Chr1_C_dubliniensis_CD36	911328	911738	N	1	CAGL0M06655g	ChrM_C_glabrata_CBS138	684442	685251	M
Cd36_04010	Chr1_C_dubliniensis_CD36	911328	911738	N	1	CAGL0C04114g	ChrC_C_glabrata_CBS138	404571	405187	M
Cd36_04010	Chr1_C_dubliniensis_CD36	911328	911738	N	1	CAGL0H09856g	ChrH_C_glabrata_CBS138	961548	964656	M
Cd36_04890	Chr1_C_dubliniensis_CD36	1120432	1121769	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_04890	Chr1_C_dubliniensis_CD36	1120432	1121769	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_05550	Chr1_C_dubliniensis_CD36	1261018	1262064	Y	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_05550	Chr1_C_dubliniensis_CD36	1261018	1262064	Y	1	CAGL0L00227g	ChrL_C_glabrata_CBS138	17777	27667	M
Cd36_06050	Chr1_C_dubliniensis_CD36	1410543	1410935	N	1	CAGL0K04587g	ChrK_C_glabrata_CBS138	436392	438660	M
Cd36_06050	Chr1_C_dubliniensis_CD36	1410543	1410935	N	1	CAGL0L08114g	ChrL_C_glabrata_CBS138	890997	892871	M
Cd36_06170	Chr1_C_dubliniensis_CD36	1443508	1443945	Y	1	CAGL0L04840g	ChrL_C_glabrata_CBS138	554664	557219	L
Cd36_07060	Chr1_C_dubliniensis_CD36	1670702	1671928	Y	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_07060	Chr1_C_dubliniensis_CD36	1670702	1671928	Y	1	CAGL0L00227g	ChrL_C_glabrata_CBS138	17777	27667	M
Cd36_07790	Chr1_C_dubliniensis_CD36	1844802	1848248	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_07790	Chr1_C_dubliniensis_CD36	1844802	1848248	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_07890	Chr1_C_dubliniensis_CD36	1882601	1883977	N	1	CAGL0K07832g	ChrK_C_glabrata_CBS138	779900	782822	M
Cd36_07890	Chr1_C_dubliniensis_CD36	1882601	1883977	N	1	CAGL0D01188g	ChrD_C_glabrata_CBS138	135589	137437	M
Cd36_09750	Chr1_C_dubliniensis_CD36	2331408	2333570	N	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_09750	Chr1_C_dubliniensis_CD36	2331408	2333570	N	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_10610	Chr1_C_dubliniensis_CD36	2517316	2519337	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_10610	Chr1_C_dubliniensis_CD36	2517316	2519337	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_10610	Chr1_C_dubliniensis_CD36	2517316	2519337	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0J02530g	ChrJ_C_glabrata_CBS138	250574	252927	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0G05896g	ChrG_C_glabrata_CBS138	567085	568511	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0E06666g	ChrE_C_glabrata_CBS138	670430	674692	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0G00858g	ChrG_C_glabrata_CBS138	74914	77681	M
Cd36_10700	Chr1_C_dubliniensis_CD36	2539356	2539736	N	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_11150	Chr1_C_dubliniensis_CD36	2639792	2641210	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	U
Cd36_11470	Chr1_C_dubliniensis_CD36	2709570	2712518	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	U
Cd36_12420	Chr1_C_dubliniensis_CD36	2952214	2954271	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_12420	Chr1_C_dubliniensis_CD36	2952214	2954271	Y	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_12690	Chr1_C_dubliniensis_CD36	3045039	3046801	Y	1	CAGL0K12694g	ChrK_C_glabrata_CBS138	1258451	1260457	U
Cd36_15930	Chr2_C_dubliniensis_CD36	176610	178250	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_15930	Chr2_C_dubliniensis_CD36	176610	178250	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_16100	Chr2_C_dubliniensis_CD36	212578	215490	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_16100	Chr2_C_dubliniensis_CD36	212578	215490	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_19140	Chr2_C_dubliniensis_CD36	955393	956460	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_19140	Chr2_C_dubliniensis_CD36	955393	956460	Y	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_19700	Chr2_C_dubliniensis_CD36	1072551	1073928	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_19700	Chr2_C_dubliniensis_CD36	1072551	1073928	Y	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_20700	Chr2_C_dubliniensis_CD36	1286500	1287144	Y	1	CAGL0I00594g	ChrI_C_glabrata_CBS138	44667	45875	U
Cd36_20730	Chr2_C_dubliniensis_CD36	1301452	1303575	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_20730	Chr2_C_dubliniensis_CD36	1301452	1303575	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_20730	Chr2_C_dubliniensis_CD36	1301452	1303575	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_22520	Chr2_C_dubliniensis_CD36	1697473	1698849	N	1	CAGL0K07832g	ChrK_C_glabrata_CBS138	779900	782822	M
Cd36_22520	Chr2_C_dubliniensis_CD36	1697473	1698849	N	1	CAGL0D01188g	ChrD_C_glabrata_CBS138	135589	137437	M
Cd36_22960	Chr2_C_dubliniensis_CD36	1803594	1805513	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_22960	Chr2_C_dubliniensis_CD36	1803594	1805513	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_23070	Chr2_C_dubliniensis_CD36	1829817	1831010	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_23070	Chr2_C_dubliniensis_CD36	1829817	1831010	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_23220	Chr2_C_dubliniensis_CD36	1868035	1868613	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_23220	Chr2_C_dubliniensis_CD36	1868035	1868613	N	1	CAGL0C03399g	ChrC_C_glabrata_CBS138	341637	343292	M
Cd36_23220	Chr2_C_dubliniensis_CD36	1868035	1868613	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_23220	Chr2_C_dubliniensis_CD36	1868035	1868613	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_23280	Chr2_C_dubliniensis_CD36	1882954	1886787	Y	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_23280	Chr2_C_dubliniensis_CD36	1882954	1886787	Y	1	CAGL0L00227g	ChrL_C_glabrata_CBS138	17777	27667	M
Cd36_23360	Chr2_C_dubliniensis_CD36	1907833	1909056	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_23360	Chr2_C_dubliniensis_CD36	1907833	1909056	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_80140	Chr3_C_dubliniensis_CD36	21382	23145	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_80140	Chr3_C_dubliniensis_CD36	21382	23145	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_81080	Chr3_C_dubliniensis_CD36	244665	248018	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_81080	Chr3_C_dubliniensis_CD36	244665	248018	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_81080	Chr3_C_dubliniensis_CD36	244665	248018	N	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_81080	Chr3_C_dubliniensis_CD36	244665	248018	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_81420	Chr3_C_dubliniensis_CD36	330795	332669	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_81420	Chr3_C_dubliniensis_CD36	330795	332669	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_81470	Chr3_C_dubliniensis_CD36	349414	350805	Y	1	CAGL0J01774g	ChrJ_C_glabrata_CBS138	164808	172073	M
Cd36_81470	Chr3_C_dubliniensis_CD36	349414	350805	Y	1	CAGL0L00227g	ChrL_C_glabrata_CBS138	17777	27667	M
Cd36_83880	Chr3_C_dubliniensis_CD36	861156	861548	N	1	CAGL0K11462g	ChrK_C_glabrata_CBS138	1114041	1115035	M
Cd36_83880	Chr3_C_dubliniensis_CD36	861156	861548	N	1	CAGL0C04389g	ChrC_C_glabrata_CBS138	424035	424927	M
Cd36_83890	Chr3_C_dubliniensis_CD36	862064	862462	N	1	CAGL0K11440g	ChrK_C_glabrata_CBS138	1111866	1112681	M
Cd36_83890	Chr3_C_dubliniensis_CD36	862064	862462	N	1	CAGL0C04411g	ChrC_C_glabrata_CBS138	424798	426955	M
Cd36_84320	Chr3_C_dubliniensis_CD36	959758	960138	Y	1	CAGL0I03234g	ChrI_C_glabrata_CBS138	278752	279427	U
Cd36_84430	Chr3_C_dubliniensis_CD36	987635	989281	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_84430	Chr3_C_dubliniensis_CD36	987635	989281	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_85430	Chr3_C_dubliniensis_CD36	1258378	1259598	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_85430	Chr3_C_dubliniensis_CD36	1258378	1259598	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_85810	Chr3_C_dubliniensis_CD36	1363293	1364786	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_85810	Chr3_C_dubliniensis_CD36	1363293	1364786	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_86430	Chr3_C_dubliniensis_CD36	1534190	1536061	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_86430	Chr3_C_dubliniensis_CD36	1534190	1536061	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_86430	Chr3_C_dubliniensis_CD36	1534190	1536061	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_86950	Chr3_C_dubliniensis_CD36	1670744	1673974	N	1	CAGL0E00561g	ChrE_C_glabrata_CBS138	49847	52769	M
Cd36_86950	Chr3_C_dubliniensis_CD36	1670744	1673974	N	1	CAGL0F00803g	ChrF_C_glabrata_CBS138	88417	91255	M
Cd36_86950	Chr3_C_dubliniensis_CD36	1670744	1673974	N	1	CAGL0J01595g	ChrJ_C_glabrata_CBS138	151557	154136	M
Cd36_87010	Chr3_C_dubliniensis_CD36	1682195	1683394	Y	1	CAGL0G02409g	ChrG_C_glabrata_CBS138	214318	220650	M
Cd36_87010	Chr3_C_dubliniensis_CD36	1682195	1683394	Y	1	CAGL0G04125g	ChrG_C_glabrata_CBS138	392356	396412	M
Cd36_87020	Chr3_C_dubliniensis_CD36	1684074	1684484	N	1	CAGL0M06655g	ChrM_C_glabrata_CBS138	684442	685251	M
Cd36_87020	Chr3_C_dubliniensis_CD36	1684074	1684484	N	1	CAGL0C04114g	ChrC_C_glabrata_CBS138	404571	405187	M
Cd36_87020	Chr3_C_dubliniensis_CD36	1684074	1684484	N	1	CAGL0H09856g	ChrH_C_glabrata_CBS138	961548	964656	M
